opId,type,sort,id,thumbnailUrl,gif,downloadUrl,online
social_202205_05,social,5,206e1614-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_05.png,False,sticker/download/social_202205_05.png,1
social_202205_06,social,6,206e1646-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_06.png,False,sticker/download/social_202205_06.png,1
social_202205_07,social,7,206e166e-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_07.png,False,sticker/download/social_202205_07.png,1
social_202205_08,social,8,206e1696-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_08.png,False,sticker/download/social_202205_08.png,1
social_202205_09,social,9,206e16c8-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_09.png,False,sticker/download/social_202205_09.png,1
social_202205_10,social,10,206e16fa-cf43-11ec-b5cd-acde48001122,sticker/previews/social_202205_10.png,False,sticker/download/social_202205_10.png,1
weather_202205_01,weather,1,206e1722-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_01.png,False,sticker/download/weather_202205_01.png,1
weather_202205_02,weather,2,206e174a-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_02.png,False,sticker/download/weather_202205_02.png,1
weather_202205_03,weather,3,206e1772-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_03.png,False,sticker/download/weather_202205_03.png,1
weather_202205_04,weather,4,206e17a4-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_04.png,False,sticker/download/weather_202205_04.png,1
weather_202205_05,weather,5,206e17cc-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_05.png,False,sticker/download/weather_202205_05.png,1
weather_202205_06,weather,6,206e17f4-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_06.png,False,sticker/download/weather_202205_06.png,1
weather_202205_07,weather,7,206e181c-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_07.png,False,sticker/download/weather_202205_07.png,1
weather_202205_08,weather,8,206e184e-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_08.png,False,sticker/download/weather_202205_08.png,1
weather_202205_09,weather,9,206e1876-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_09.png,False,sticker/download/weather_202205_09.png,1
weather_202205_10,weather,10,206e189e-cf43-11ec-b5cd-acde48001122,sticker/previews/weather_202205_10.png,False,sticker/download/weather_202205_10.png,1
arrows_202205_01A,arrows,1,206e18c6-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_01A.png,True,sticker/download/arrows_202205_01A.gif,1
arrows_202205_01B,arrows,2,206e18f8-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_01B.png,False,sticker/download/arrows_202205_01B.png,1
arrows_202205_02A,arrows,3,206e1920-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_02A.png,True,sticker/download/arrows_202205_02A.gif,1
arrows_202205_02B,arrows,4,206e1948-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_02B.png,False,sticker/download/arrows_202205_02B.png,1
arrows_202205_03A,arrows,5,206e1970-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_03A.png,True,sticker/download/arrows_202205_03A.gif,1
arrows_202205_03B,arrows,6,206e19a2-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_03B.png,False,sticker/download/arrows_202205_03B.png,1
arrows_202205_04A,arrows,7,206e19ca-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_04A.png,True,sticker/download/arrows_202205_04A.gif,1
arrows_202205_04B,arrows,8,206e19f2-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_04B.png,False,sticker/download/arrows_202205_04B.png,1
